UtilityCaptive,State,Sector,EnergySource,EnergySourceType,YearValue,Generation_GWh,PLF_Percent
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2008,0,0
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2009,0,0
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,0,0
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2010,0,0
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0,0
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2010,0,0
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2010,0,0
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,0,0
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2011,0,0
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0,0
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2011,0,0
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2011,0,0
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,0,0
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0,0
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2012,0,0
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,0,0
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0,0
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2013,0,0
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2013,0,0
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,0,0
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0,0
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,GOA,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,0,0
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0,0
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,GOA,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0,0
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,0,0
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2016,0,0
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,GOA,CAPTIVE,SOLAR,RENEWABLE,2016,0,0
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2017,0.01,0
UTILITY,MANIPUR,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2017,0,0
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2018,0.15,0
UTILITY,MANIPUR,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2018,0,0
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2019,1.876,0
UTILITY,MANIPUR,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2019,0,0
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2019,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,1.57,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2020,2.634,0
UTILITY,MANIPUR,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2020,0,0
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2020,0,0
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2020,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2008,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0,0
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2010,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0,0
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2010,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2011,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0,0
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2011,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0,0
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2012,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0,0
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2013,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0,0
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0,0
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,0,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2016,0,0
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2016,0,0
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,49.617,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2017,0,0
UTILITY,MIZORAM,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,MIZORAM,CAPTIVE,SOLAR,RENEWABLE,2017,0,0
CAPTIVE,MIZORAM,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,54.67,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2018,0,0
UTILITY,MIZORAM,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,MIZORAM,CAPTIVE,SOLAR,RENEWABLE,2018,0,0
CAPTIVE,MIZORAM,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,39.963,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2019,0.121,0
UTILITY,MIZORAM,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,MIZORAM,CAPTIVE,SOLAR,RENEWABLE,2019,0,0
CAPTIVE,MIZORAM,CAPTIVE,WIND,RENEWABLE,2019,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,49.56,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2020,0.443,0
UTILITY,MIZORAM,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2020,0,0
CAPTIVE,MIZORAM,CAPTIVE,SOLAR,RENEWABLE,2020,0,0
CAPTIVE,MIZORAM,CAPTIVE,WIND,RENEWABLE,2020,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,13.23,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2008,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0,0
UTILITY,MIZORAM,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,18.531,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,MIZORAM,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,27.618,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2010,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0,0
UTILITY,MIZORAM,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2010,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,27.822,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2011,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0,0
UTILITY,MIZORAM,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2011,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,27.618,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0,0
UTILITY,MIZORAM,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2012,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,27.618,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0,0
UTILITY,MIZORAM,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2013,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,27.618,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0,0
UTILITY,MIZORAM,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,MIZORAM,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,MIZORAM,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,27.618,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0,0
UTILITY,MIZORAM,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,MIZORAM,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,MIZORAM,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,27.618,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2016,0,0
UTILITY,MIZORAM,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,MIZORAM,CAPTIVE,SOLAR,RENEWABLE,2016,0,0
CAPTIVE,MIZORAM,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,46.465,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2017,6.89,0
UTILITY,TRIPURA,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,TRIPURA,CAPTIVE,SOLAR,RENEWABLE,2017,0,0
CAPTIVE,TRIPURA,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,44.46,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2018,6.71,0
UTILITY,TRIPURA,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,TRIPURA,CAPTIVE,SOLAR,RENEWABLE,2018,0,0
CAPTIVE,TRIPURA,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,74.942,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2019,7.138,0
UTILITY,TRIPURA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,TRIPURA,CAPTIVE,SOLAR,RENEWABLE,2019,0,0
CAPTIVE,TRIPURA,CAPTIVE,WIND,RENEWABLE,2019,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,24.672,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2020,3.431,0
UTILITY,TRIPURA,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2020,0,0
CAPTIVE,TRIPURA,CAPTIVE,SOLAR,RENEWABLE,2020,0,0
CAPTIVE,TRIPURA,CAPTIVE,WIND,RENEWABLE,2020,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,18.473,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2008,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0,0
UTILITY,TRIPURA,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,18.473,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,TRIPURA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,18.473,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2010,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0,0
UTILITY,TRIPURA,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2010,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,18.473,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2011,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0,0
UTILITY,TRIPURA,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2011,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,18.473,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0,0
UTILITY,TRIPURA,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2012,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,18.473,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0,0
UTILITY,TRIPURA,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2013,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,18.473,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0,0
UTILITY,TRIPURA,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,TRIPURA,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,TRIPURA,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,18.473,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0,0
UTILITY,TRIPURA,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2015,6.053,0
CAPTIVE,TRIPURA,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,TRIPURA,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,18.473,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2016,6.053,0
UTILITY,TRIPURA,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,TRIPURA,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,TRIPURA,CAPTIVE,SOLAR,RENEWABLE,2016,0,0
CAPTIVE,TRIPURA,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,13.86,0
UTILITY,A & N ISLANDS,UTILITY-RE,SOLAR,RENEWABLE,2017,12.446,0
UTILITY,A & N ISLANDS,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,A & N ISLANDS,CAPTIVE,SOLAR,RENEWABLE,2017,0,0
CAPTIVE,A & N ISLANDS,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,12.77,0
UTILITY,A & N ISLANDS,UTILITY-RE,SOLAR,RENEWABLE,2018,13.16,0
UTILITY,A & N ISLANDS,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,A & N ISLANDS,CAPTIVE,SOLAR,RENEWABLE,2018,0,0
CAPTIVE,A & N ISLANDS,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,16.57,0
UTILITY,A & N ISLANDS,UTILITY-RE,SOLAR,RENEWABLE,2019,13.862,0
UTILITY,A & N ISLANDS,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,A & N ISLANDS,CAPTIVE,SOLAR,RENEWABLE,2019,0,0
CAPTIVE,A & N ISLANDS,CAPTIVE,WIND,RENEWABLE,2019,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,0,0
